,a1,a2,a3,a4,C,fitness
533,0.125,0.0,-1.0,0.75,-0.125,6
534,0.0,0.0,-1.0,0.625,-0.125,1
535,0.125,0.0,-1.0,0.0,-0.125,0
536,0.125,0.0,-1.0,0.25,-0.125,1
537,0.125,0.0,-1.0,0.75,-0.125,1
538,0.125,0.0,-1.0,0.5,-0.125,1
539,0.0,0.0,-1.0,0.5,-0.125,1
540,0.0,0.125,-1.0,0.375,-0.125,6
541,0.0,0.125,-1.0,0.375,-0.125,10
542,0.0,0.0,-1.0,0.375,-0.125,2
543,0.0,0.0,-1.0,0.625,-0.125,1
544,-0.5,0.125,-1.0,0.625,-0.125,0
545,0.0,0.125,-1.0,0.125,-0.125,0
546,0.0,0.125,-1.0,0.125,-0.125,0
547,0.0,0.0,-1.0,0.375,-0.125,2
548,0.0,0.0,-1.0,0.875,-0.125,0
549,0.0,0.125,-1.0,0.625,-0.125,3
550,0.0,0.125,-1.0,0.625,-0.125,1
551,0.0,0.0,-1.0,0.875,-0.125,1
552,0.0,0.125,-1.0,0.25,-0.125,1
553,0.0,0.0,-1.0,0.875,-0.125,0
554,0.0,0.0,-1.0,0.375,-0.125,2
555,-0.5,0.125,-1.0,-0.375,-0.125,0
556,0.0,0.125,-1.0,0.375,-0.125,4
557,0.0,0.0,-1.0,0.375,-0.125,2
558,0.0,0.0,-1.0,0.375,-0.125,2
559,0.0,-0.375,-1.0,0.875,-0.125,0
560,0.0,0.125,-1.0,0.75,-0.125,1
561,0.0,0.125,-1.0,0.5,0.375,0
562,0.0,0.0,-1.0,0.75,-0.125,1
563,0.0,0.125,-1.0,0.75,-0.125,7
564,0.0,0.0,-1.0,0.75,-0.125,1
565,0.0,0.0,-1.0,0.75,-0.125,4
566,0.0,0.0,-1.0,0.75,-0.125,1
567,0.0,0.125,-1.0,0.625,-0.125,1
568,0.0,0.125,-1.0,0.75,-0.125,1
569,0.0,0.0,-1.0,0.625,0.375,0
570,0.0,0.25,-1.0,0.75,-0.125,1
571,0.0,0.125,-1.0,0.5,-0.125,2
572,0.0,0.0,-1.0,0.5,-0.125,6
573,0.0,0.125,-1.0,0.5,-0.125,5
574,0.0,0.125,-1.0,0.75,-0.125,1
575,0.0,0.0,-1.0,0.75,-0.125,1
576,0.0,-0.375,-1.0,0.75,-0.125,1
577,-0.5,0.125,-1.0,0.75,-0.125,0
578,0.0,0.0,-1.0,0.75,-0.125,1
579,0.0,0.0,-1.0,0.625,-0.125,9
580,0.0,0.25,-1.0,0.5,-0.125,1
581,0.0,0.0,-1.0,0.5,-0.125,1
582,-0.375,0.0,-1.0,0.5,-0.125,0
583,0.25,0.0,-1.0,0.5,-0.125,4
584,0.0,0.0,-1.0,0.5,-0.125,7
585,0.0,0.25,-1.0,0.5,-0.125,3
586,0.0,0.25,-1.0,0.5,-0.125,1
587,0.25,0.25,-1.0,0.5,-0.125,2
588,0.125,0.0,-1.0,0.5,-0.125,10
589,0.0,0.0,-1.0,0.5,-0.125,1
590,0.0,0.0,-1.0,0.5,-0.125,1
591,0.125,0.0,-1.0,0.5,-0.125,10
592,0.125,0.25,-1.0,0.5,-0.125,3
593,0.125,0.0,-1.0,0.5,-0.125,2
594,0.125,0.0,-1.0,0.5,-0.125,1
595,0.25,0.25,-1.0,0.5,-0.125,3
596,0.125,0.0,-1.0,0.5,-0.125,8
597,0.0,-0.5,-1.0,0.5,-0.125,0
598,0.125,0.0,-1.0,0.5,-0.125,3
599,0.0,0.25,-1.0,0.5,-0.125,1
600,0.0,-0.5,-1.0,0.5,-0.25,3
601,0.125,0.125,-1.0,0.5,-0.125,2
602,0.0,0.0,-1.0,0.75,-0.125,1
603,0.0,-0.5,-1.0,0.625,0.25,0
604,0.0,0.0,-1.0,0.5,-0.25,3
605,0.125,0.0,-1.0,0.75,0.25,0
606,0.125,0.0,-1.0,0.75,-0.125,3
607,-0.375,0.0,-1.0,0.5,-0.125,0
608,0.0,0.125,-1.0,0.5,-0.125,1
609,0.0,-0.5,-1.0,0.75,-0.25,0
610,0.0,0.125,-1.0,0.75,-0.125,2
611,0.125,0.125,-1.0,0.5,-0.125,1
612,0.125,0.125,-1.0,0.5,-0.25,0
613,0.0,0.125,-1.0,0.75,-0.125,2
614,0.0,-0.375,-1.0,0.5,-0.125,1
615,0.125,-0.5,-1.0,0.5,-0.25,1
616,0.125,0.0,-1.0,0.5,-0.25,1
617,0.125,0.0,-1.0,0.75,-0.125,1
618,0.125,0.0,-1.0,0.5,-0.125,2
619,0.0,0.125,-1.0,0.75,0.25,0
620,0.0,0.0,-1.0,0.5,-0.125,4
621,0.0,0.0,-1.0,0.5,-0.125,16
622,0.0,0.0,-1.0,0.5,-0.125,6
623,-0.5,0.0,-1.0,0.5,-0.125,0
624,0.0,0.0,-1.0,0.25,-0.125,3
625,0.0,0.0,-1.0,0.5,-0.125,12
626,0.0,0.0,-1.0,0.5,-0.125,2
627,0.0,0.0,-1.0,0.5,-0.125,1
628,0.0,0.0,-1.0,0.5,-0.125,6
629,0.0,0.0,-1.0,0.5,-0.125,8
630,0.0,-0.5,-1.0,0.5,-0.125,1
631,0.0,0.0,-1.0,0.5,-0.125,6
632,0.0,0.0,-1.0,0.5,-0.125,1
633,0.0,0.0,-1.0,0.5,-0.125,6
634,0.0,0.0,-1.0,0.5,-0.125,8
635,0.0,0.0,-1.0,0.5,-0.125,1
636,0.0,0.0,-1.0,0.5,-0.125,14
637,0.0,0.0,-1.0,0.5,-0.125,2
638,0.0,-0.5,-1.0,0.5,-0.125,0
639,0.0,0.0,-1.0,0.5,-0.125,2
640,0.0,0.0,-1.0,0.5,-0.125,8
641,0.125,0.0,-1.0,0.75,-0.125,2
642,0.0,0.0,-1.0,0.5,0.375,0
643,0.0,0.0,-1.0,0.75,-0.125,1
644,0.125,0.0,-1.0,0.75,-0.125,12
645,0.0,0.0,-1.0,0.75,-0.125,2
646,0.0,0.0,-1.0,0.5,-0.125,1
647,0.25,0.0,-1.0,0.75,-0.125,1
648,0.0,0.0,-1.0,0.5,-0.125,2
649,0.0,0.0,-1.0,0.5,-0.125,3
650,0.125,0.0,-1.0,0.5,-0.125,3
651,0.0,0.0,-1.0,0.5,-0.125,10
652,0.0,0.0,-1.0,0.5,0.375,0
653,0.125,0.0,-1.0,0.5,-0.125,3
654,0.125,0.0,-1.0,0.75,-0.125,1
655,0.125,0.0,-1.0,0.625,-0.125,2
656,0.125,0.0,-1.0,0.5,-0.125,2
657,0.125,0.0,-1.0,0.5,-0.125,4
658,0.0,0.0,-1.0,0.75,-0.125,1
659,0.0,0.0,-1.0,0.5,-0.125,4
660,0.0,0.125,-1.0,0.5,-0.125,3
661,0.0,0.125,-1.0,0.625,-0.125,3
662,0.0,-0.375,-1.0,0.5,-0.125,0
663,0.0,0.125,-1.0,0.5,-0.125,5
664,0.0,0.125,-1.0,0.625,-0.125,2
665,0.0,0.0,-1.0,0.5,-0.125,7
666,0.0,0.25,-1.0,0.5,-0.125,1
667,0.0,0.125,-1.0,0.5,-0.125,3
668,0.0,0.0,-1.0,0.5,-0.125,3
669,0.0,0.0,-1.0,0.5,-0.125,2
670,0.0,0.125,-1.0,0.5,-0.125,5
671,0.0,0.125,-1.0,0.5,-0.125,2
672,0.0,-0.5,-1.0,0.5,-0.125,0
673,0.0,0.0,-1.0,0.625,-0.125,6
674,-0.5,0.0,-1.0,0.375,-0.125,0
675,0.0,0.0,-1.0,0.5,-0.125,3
676,0.0,0.0,-1.0,0.5,-0.125,3
677,0.0,0.125,-1.0,0.5,-0.125,1
678,0.0,0.125,-1.0,0.375,-0.125,2
679,0.0,-0.5,-1.0,0.5,-0.125,0
680,0.0,0.125,-1.0,0.5,-0.125,1
681,0.125,0.125,-1.0,0.5,-0.125,2
682,0.0,0.0,-1.0,0.5,-0.125,5
683,0.0,0.125,-1.0,0.5,-0.125,1
684,0.0,-0.375,-1.0,0.5,-0.125,0
685,0.125,0.125,-1.0,0.25,-0.125,1
686,0.0,0.0,-1.0,0.5,-0.125,1
687,0.125,0.0,-1.0,0.5,-0.125,1
688,0.125,0.25,-1.0,0.5,-0.125,2
689,0.0,0.125,-1.0,0.5,-0.125,3
690,0.125,0.125,-1.0,0.5,0.375,0
691,-0.5,0.0,-1.0,0.5,-0.125,0
692,0.125,0.125,-1.0,0.5,-0.125,3
693,-0.25,0.25,-1.0,0.5,-0.125,0
694,0.0,0.125,-1.0,0.5,-0.125,6
695,0.0,0.125,-1.0,0.5,-0.125,2
696,0.0,0.125,-1.0,0.5,-0.125,2
697,0.0,0.125,-1.0,0.5,-0.125,7
698,0.0,0.0,-1.0,0.5,-0.125,2
699,0.125,0.0,-1.0,0.5,-0.125,4
700,0.5,0.0,-1.0,0.5,-0.125,1
701,0.5,0.125,-1.0,0.5,-0.125,2
702,0.5,0.0,-1.0,0.75,-0.125,3
703,0.5,0.0,-1.0,0.75,-0.125,1
704,0.0,0.125,-1.0,0.75,-0.125,10
705,0.5,0.125,-1.0,0.5,-0.125,1
706,0.5,0.125,-1.0,0.25,0.375,0
707,0.5,0.125,-1.0,0.5,-0.125,1
708,0.0,-0.375,-1.0,0.625,-0.125,2
709,0.0,0.0,-1.0,0.75,-0.125,5
710,0.0,0.25,-1.0,0.75,-0.125,5
711,0.0,0.0,-1.0,0.75,-0.125,1
712,0.0,0.0,-1.0,0.5,-0.125,3
713,0.5,0.0,-1.0,0.75,-0.125,2
714,0.5,0.125,-1.0,0.75,-0.125,1
715,0.5,0.125,-1.0,0.75,-0.125,1
716,0.0,0.125,-1.0,0.5,-0.125,1
717,0.5,0.0,-1.0,0.5,-0.125,2
718,0.0,0.0,-1.0,0.625,-0.125,1
719,0.5,0.125,-1.0,0.75,-0.125,3
720,0.125,0.125,-1.0,0.5,-0.125,1
721,0.125,0.125,-1.0,0.5,-0.125,1
722,0.125,0.125,-1.0,0.5,-0.125,2
723,0.0,0.0,-1.0,0.5,-0.125,5
724,0.125,0.0,-1.0,0.5,-0.125,1
725,0.0,0.25,-1.0,0.5,-0.125,1
726,0.125,0.0,-1.0,0.5,-0.125,4
727,0.0,0.0,-1.0,0.5,-0.125,1
728,0.0,0.0,-1.0,0.5,-0.125,5
729,0.0,0.125,-1.0,0.25,-0.125,1
730,0.125,0.125,-1.0,0.5,-0.125,6
731,0.0,0.125,-1.0,0.5,-0.125,1
732,0.125,0.125,-1.0,0.25,-0.125,1
733,0.0,0.25,-1.0,0.5,-0.125,7
734,0.125,0.0,-1.0,0.5,-0.125,1
735,0.125,0.125,-1.0,0.5,-0.125,4
736,0.0,0.0,-1.0,0.5,-0.125,6
737,0.125,0.0,-1.0,0.5,-0.125,6
738,0.0,0.0,-1.0,0.5,-0.125,1
739,-0.375,0.125,-1.0,0.5,-0.125,2
740,0.0,0.0,-1.0,0.5,-0.125,2
741,0.0,0.0,-1.0,0.5,-0.125,1
742,0.0,0.0,-1.0,0.5,-0.125,10
743,0.0,0.0,-1.0,0.5,-0.125,4
744,0.0,0.0,-1.0,0.5,-0.125,3
745,0.0,0.0,-1.0,0.25,-0.125,6
746,0.0,0.0,-1.0,0.5,-0.125,1
747,0.0,0.0,-1.0,0.5,0.375,0
748,0.0,0.0,-1.0,0.5,-0.125,12
749,0.0,0.0,-1.0,0.5,-0.125,3
750,0.0,0.0,-1.0,0.5,-0.125,1
751,0.0,0.0,-1.0,0.5,0.375,0
752,0.0,0.0,-1.0,0.5,-0.125,1
753,0.0,0.0,-1.0,0.5,-0.125,1
754,0.0,0.0,-1.0,0.5,-0.125,3
755,0.0,0.0,-1.0,0.5,-0.125,5
756,0.0,0.0,-1.0,0.5,-0.125,2
757,0.0,0.0,-1.0,0.25,-0.125,3
758,0.0,0.0,-1.0,0.5,-0.125,1
759,0.0,0.0,-1.0,0.5,-0.125,2
760,0.0,-0.5,-1.0,0.625,-0.125,1
761,0.0,0.0,-1.0,0.5,-0.125,7
762,-0.5,0.0,-1.0,0.625,-0.125,0
763,0.0,0.0,-1.0,0.625,-0.125,5
764,0.0,0.0,-1.0,0.5,-0.125,10
765,0.0,0.0,-1.0,0.625,-0.125,3
766,0.0,0.0,-1.0,0.625,-0.125,4
767,0.0,0.0,-1.0,0.625,-0.125,3
768,0.0,0.0,-1.0,0.625,-0.125,1
769,0.0,0.0,-1.0,0.625,-0.125,5
770,0.0,0.0,-1.0,0.5,-0.125,11
771,0.0,0.0,-1.0,0.5,-0.125,5
772,0.0,0.0,-1.0,0.5,-0.125,9
773,0.0,0.0,-1.0,0.625,-0.125,4
774,0.0,0.0,-1.0,0.5,-0.125,1
775,0.0,0.0,-1.0,0.625,-0.125,5
776,0.0,0.0,-1.0,0.5,-0.125,5
777,0.0,0.0,-1.0,0.5,-0.125,2
778,0.0,0.0,-1.0,0.5,-0.125,4
779,0.0,0.0,-1.0,0.625,-0.125,1
780,0.0,0.0,-1.0,0.5,-0.125,3
781,-0.5,0.0,-1.0,0.5,-0.125,0
782,0.0,0.0,-1.0,0.5,-0.125,4
783,0.0,0.0,-1.0,0.5,-0.125,2
784,0.0,0.0,-1.0,0.5,-0.125,7
785,0.0,0.0,-1.0,0.5,-0.125,7
786,0.0,0.0,-1.0,0.5,-0.125,1
787,0.0,0.0,-1.0,0.5,0.375,0
788,0.0,0.0,-1.0,0.5,-0.125,11
789,0.0,0.0,-1.0,0.5,-0.125,1
790,0.0,0.0,-1.0,0.5,-0.125,7
791,0.0,0.0,-1.0,0.5,-0.125,1
792,0.0,0.0,-1.0,0.25,-0.125,11
793,0.0,0.0,-1.0,0.5,-0.125,1
794,0.0,0.0,-1.0,0.5,-0.125,1
795,0.0,0.0,-1.0,0.5,-0.125,5
796,-0.5,0.0,-1.0,0.5,-0.125,0
797,0.0,0.0,-1.0,0.5,-0.125,4
798,0.0,0.0,-1.0,0.5,-0.125,2
799,0.0,-0.5,-1.0,0.5,-0.125,0
800,0.0,0.0,-1.0,0.5,-0.125,24
801,0.125,0.0,-1.0,0.5,-0.125,3
802,0.0,-0.5,-1.0,0.5,-0.125,0
803,0.0,0.0,-1.0,0.5,-0.125,9
804,0.125,0.0,-1.0,0.5,-0.125,1
805,0.0,-0.5,-1.0,0.25,-0.125,1
806,0.125,0.0,-1.0,0.5,-0.125,1
807,0.125,0.0,-1.0,0.5,-0.125,2
808,0.0,0.0,-1.0,0.5,-0.125,1
809,0.125,0.0,-1.0,0.5,-0.125,1
810,0.125,0.0,-1.0,0.5,-0.125,6
811,-0.375,0.0,-1.0,0.5,-0.125,0
812,0.125,0.0,-1.0,0.5,-0.125,3
813,0.125,0.0,-1.0,0.5,-0.125,4
814,0.0,-0.5,-1.0,0.5,0.375,0
815,0.0,0.0,-1.0,0.5,-0.125,5
816,0.125,0.0,-1.0,0.5,-0.125,3
817,0.0,0.0,-1.0,0.5,-0.125,3
818,0.125,0.0,-1.0,0.5,-0.125,5
819,0.125,0.0,-1.0,0.5,-0.125,1
820,0.0,0.0,-1.0,0.375,-0.125,1
821,0.0,0.125,-1.0,0.375,-0.125,1
822,0.0,0.0,-1.0,0.25,-0.125,3
823,0.0,0.0,-1.0,0.5,-0.125,3
824,0.0,0.125,-1.0,0.875,-0.125,3
825,0.0,0.0,-1.0,0.875,-0.125,0
826,0.0,-0.375,-1.0,0.375,-0.125,2
827,-0.5,0.125,-1.0,0.5,-0.125,0
828,0.0,0.0,-1.0,0.625,-0.125,3
829,0.0,0.0,-1.0,0.625,0.625,0
830,0.0,0.125,-1.0,0.625,-0.125,4
831,0.0,0.0,-1.0,0.5,-0.125,9
832,0.0,0.125,-1.0,0.625,-0.125,4
833,0.0,0.0,-1.0,0.625,-0.125,2
834,0.0,0.125,-1.0,0.0,-0.125,0
835,0.0,0.125,-1.0,0.75,-0.125,1
836,0.0,0.0,-1.0,0.875,-0.125,2
837,0.0,0.0,-1.0,0.375,-0.125,12
838,0.0,0.0,-1.0,0.625,-0.125,2
839,0.0,0.125,-1.0,0.75,-0.125,1
840,0.0,0.0,-1.0,0.5,-0.125,9
841,0.0,0.0,-1.0,0.5,0.375,0
842,0.0,0.0,-1.0,0.5,-0.125,10
843,0.0,0.0,-1.0,0.5,-0.125,2
844,0.0,0.0,-1.0,0.5,-0.125,1
845,0.0,0.0,-1.0,0.5,-0.125,2
846,0.0,0.0,-1.0,0.5,-0.125,7
847,0.0,0.0,-1.0,0.5,-0.125,1
848,0.0,0.0,-1.0,0.5,-0.125,6
849,0.0,0.0,-1.0,0.5,-0.125,3
850,0.0,0.0,-1.0,0.5,-0.125,1
851,0.0,0.0,-1.0,0.5,-0.125,6
852,0.0,0.0,-1.0,0.5,-0.125,1
853,0.0,0.0,-1.0,0.5,-0.125,5
854,0.0,0.0,-1.0,0.5,-0.125,10
855,0.0,0.0,-1.0,0.5,-0.125,6
856,0.0,0.0,-1.0,0.5,-0.125,6
857,0.0,0.0,-1.0,0.5,-0.125,1
858,0.0,0.0,-1.0,0.5,-0.125,11
859,0.0,0.0,-1.0,0.5,-0.125,3
860,0.0,0.0,-1.0,0.75,-0.125,3
861,0.0,0.125,-1.0,0.5,-0.125,3
862,0.0,0.125,-1.0,0.5,-0.125,1
863,0.0,0.125,-1.0,0.75,-0.125,2
864,0.0,-0.5,-1.0,0.75,0.375,0
865,0.0,0.125,-1.0,0.5,-0.125,6
866,0.0,0.125,-1.0,0.5,-0.125,12
867,0.0,0.0,-1.0,0.75,-0.125,3
868,0.0,0.125,-1.0,0.5,-0.125,2
869,0.0,0.0,-1.0,0.75,-0.125,2
870,0.0,0.0,-1.0,0.75,-0.125,1
871,0.0,0.0,-1.0,0.75,-0.125,3
872,0.0,0.0,-1.0,0.75,-0.125,6
873,0.0,0.125,-1.0,0.5,-0.125,1
874,0.0,0.0,-1.0,0.75,-0.125,2
875,0.0,0.125,-1.0,0.5,-0.125,2
876,0.0,0.125,-1.0,0.25,-0.125,0
877,0.0,0.125,-1.0,0.5,-0.125,1
878,0.0,0.0,-1.0,0.5,-0.125,17
879,0.0,0.0,-1.0,0.5,-0.125,3
880,0.0,0.0,-1.0,0.75,-0.125,2
881,0.0,0.0,-1.0,0.25,-0.125,15
882,0.0,0.0,-1.0,0.5,-0.125,1
883,0.0,0.0,-1.0,0.0,-0.125,0
884,0.0,0.0,-1.0,0.75,-0.125,3
885,0.0,0.0,-1.0,0.25,-0.125,10
886,0.0,0.0,-1.0,0.5,-0.125,1
887,0.0,0.0,-1.0,0.5,-0.125,6
888,0.0,0.0,-1.0,0.25,-0.125,1
889,0.0,0.0,-1.0,0.25,-0.125,3
890,0.0,0.0,-1.0,0.75,0.375,0
891,0.0,0.0,-1.0,0.0,-0.125,0
892,0.0,-0.5,-1.0,0.25,-0.125,2
893,0.0,0.0,-1.0,0.25,-0.125,2
894,0.0,0.0,-1.0,0.5,-0.125,1
895,0.0,0.0,-1.0,-0.5,-0.125,0
896,0.0,0.0,-1.0,0.25,-0.125,2
897,0.0,-0.5,-1.0,0.25,-0.125,3
898,0.0,0.0,-1.0,0.5,-0.125,7
899,0.0,0.0,-1.0,0.25,-0.125,1
900,0.0,0.0,-1.0,0.875,-0.125,1
901,0.0,0.0,-1.0,0.625,-0.125,1
902,0.125,0.0,-1.0,0.875,0.375,0
903,0.125,0.0,-1.0,0.875,-0.125,1
904,0.125,0.0,-1.0,0.625,-0.125,6
905,0.0,0.0,-1.0,0.875,-0.125,0
906,0.125,0.0,-1.0,0.375,-0.125,2
907,0.125,0.0,-1.0,0.625,-0.125,2
908,0.0,0.25,-1.0,0.625,-0.125,5
909,0.0,0.0,-1.0,0.875,-0.125,1
910,0.0,0.0,-1.0,0.875,-0.125,3
911,0.0,0.5,-1.0,0.625,-0.125,0
912,0.125,0.0,-1.0,0.875,-0.125,0
913,0.125,0.0,-1.0,0.625,-0.125,1
914,0.125,0.0,-1.0,0.625,-0.125,3
915,0.0,0.0,-1.0,0.875,-0.125,3
916,0.125,0.0,-1.0,0.875,-0.125,2
917,0.0,0.0,-1.0,0.625,-0.125,6
918,0.25,0.0,-1.0,0.625,-0.125,1
919,0.125,0.0,-1.0,0.625,-0.125,1
920,0.0,0.125,-1.0,0.75,-0.125,5
921,0.5,0.0,-1.0,0.75,-0.125,1
922,0.0,0.125,-1.0,0.625,-0.125,1
923,-1.0,0.25,-1.0,0.5,-0.125,0
924,0.5,0.25,-1.0,0.75,-0.125,1
925,0.5,0.25,-1.0,0.625,-0.125,1
926,0.5,0.375,-1.0,0.5,-0.125,0
927,-1.0,0.125,-1.0,0.75,-0.125,0
928,-0.5,0.25,-1.0,0.75,-0.125,0
929,-0.5,0.0,-1.0,0.5,-0.125,0
930,-0.5,-0.125,-1.0,0.625,-0.125,0
931,-0.5,0.0,-1.0,0.75,0.375,0
932,-0.5,0.0,-1.0,0.5,-0.125,0
933,-0.5,0.25,-1.0,0.75,-0.125,0
934,-1.0,0.375,-1.0,0.75,-0.125,0
935,0.0,0.125,-1.0,0.75,-0.125,9
936,-1.0,0.25,-1.0,0.5,-0.125,0
937,-0.5,0.25,-1.0,0.75,-0.125,0
938,0.0,0.375,-1.0,0.625,-0.125,3
939,0.0,0.375,-1.0,0.625,-0.125,4
940,0.0,0.0,-1.0,0.5,-0.125,10
941,0.0,-0.625,-1.0,0.75,-0.125,2
942,0.0,0.125,-1.0,0.75,-0.125,3
943,0.0,0.125,-1.0,0.25,-0.125,1
944,0.0,0.125,-1.0,0.5,-0.125,2
945,0.0,0.0,-1.0,0.75,-0.125,1
946,0.0,0.125,-1.0,-0.5,-0.125,0
947,0.0,0.125,-1.0,0.75,-0.125,2
948,0.0,-0.5,-1.0,0.0,-0.125,1
949,0.0,0.125,-1.0,0.75,-0.125,2
950,0.0,0.0,-1.0,0.25,-0.125,2
951,0.0,0.125,-1.0,0.75,-0.125,2
952,0.0,0.0,-1.0,0.5,-0.125,8
953,0.0,0.125,-1.0,0.5,-0.125,2
954,0.0,0.125,-1.0,0.0,-0.125,0
955,-0.5,0.125,-1.0,0.25,-0.125,0
956,0.0,0.0,-1.0,0.5,-0.125,7
957,0.0,0.0,-1.0,0.75,-0.125,4
958,0.0,0.0,-1.0,0.0,-0.125,0
959,0.0,0.25,-1.0,0.5,-0.125,1
960,0.0,0.0,-1.0,0.75,0.375,0
961,0.0,0.0,-1.0,0.625,-0.125,2
962,0.125,0.0,-1.0,0.625,-0.125,4
963,0.125,0.0,-1.0,0.625,-0.125,2
964,0.0,0.0,-1.0,0.5,-0.125,2
965,0.0,0.0,-1.0,0.625,-0.125,7
966,0.0,0.0,-1.0,0.625,-0.125,1
967,0.25,0.0,-1.0,0.625,-0.125,1
968,0.0,0.0,-1.0,0.5,-0.125,3
969,0.125,0.0,-1.0,0.5,-0.125,1
970,0.0,0.0,-1.0,0.625,-0.125,6
971,0.125,0.0,-1.0,0.625,-0.125,1
972,0.0,0.0,-1.0,0.625,-0.125,1
973,0.0,0.0,-1.0,0.5,0.375,0
974,0.125,0.0,-1.0,0.625,-0.125,8
975,0.0,0.0,-1.0,0.25,-0.125,1
976,0.0,0.0,-1.0,0.5,0.375,0
977,0.125,0.0,-1.0,0.625,-0.125,1
978,-0.375,0.0,-1.0,0.5,-0.125,0
979,0.125,0.0,-1.0,0.625,0.375,0
980,0.0,0.0,-1.0,0.5,-0.125,1
981,0.0,0.0,-1.0,0.5,-0.125,1
982,0.125,0.0,-1.0,0.5,-0.125,1
983,0.125,0.0,-1.0,0.75,-0.125,4
984,0.125,0.0,-1.0,0.75,-0.125,3
985,0.125,0.0,-1.0,0.25,-0.125,4
986,0.0,0.0,-1.0,0.25,-0.125,5
987,0.0,0.0,-1.0,0.25,-0.125,1
988,0.0,0.0,-1.0,0.75,-0.125,3
989,0.125,0.0,-1.0,0.5,-0.125,4
990,0.0,0.0,-1.0,0.5,-0.125,4
991,0.0,0.0,-1.0,0.5,-0.125,2
992,0.0,0.0,-1.0,0.75,-0.125,1
993,0.0,0.0,-1.0,0.5,-0.125,1
994,0.125,0.0,-1.0,0.5,-0.125,1
995,0.125,0.0,-1.0,0.25,-0.125,2
996,0.0,0.0,-1.0,0.625,-0.125,4
997,0.125,0.0,-1.0,0.75,-0.125,1
998,0.0,0.0,-1.0,0.75,-0.125,1
999,0.125,0.0,-1.0,0.5,0.375,0
