,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,fitness
830,0.625,-0.875,0.25,-0.5,0.625,-0.625,-0.25,0.75,-1.0,0.75,0.875,-0.625,0.875,0.875,0.125,-1.0,0.875,-0.875,0.375,0
831,0.625,-1.0,0.25,-0.5,0.375,-0.625,-0.25,0.75,-1.0,0.0,0.75,-0.625,0.875,0.625,0.125,-1.0,0.75,-1.0,0.375,1
832,-1.0,-0.5,0.25,-0.5,0.875,0.125,-0.25,0.75,-1.0,0.0,0.875,-0.125,0.875,0.625,0.125,-1.0,0.875,-1.0,0.375,0
833,0.5,-0.25,0.25,0.0,0.875,-1.0,-0.25,0.75,-1.0,0.75,0.875,-0.625,0.875,-0.25,0.125,-1.0,-0.25,-1.0,0.375,0
834,-1.0,-0.375,0.0,-1.0,0.875,-1.0,-0.25,0.875,-1.0,0.25,0.625,-0.875,0.875,-0.375,0.625,-1.0,0.75,-1.0,0.375,0
835,-1.0,-0.375,0.0,-1.0,0.625,-0.875,-0.25,0.75,0.0,0.0,0.5,-0.375,0.875,-0.875,0.625,-1.0,-0.25,-0.875,0.375,0
836,0.125,-0.75,0.0,-1.0,0.875,0.25,-0.25,0.875,0.0,0.5,0.75,0.375,0.875,-0.125,0.625,-1.0,0.875,-0.875,0.375,0
837,-0.375,-0.875,0.0,0.0,0.875,-0.875,-0.25,0.75,0.0,0.25,0.875,-0.875,0.875,-0.125,0.625,-1.0,0.875,-0.75,0.375,0
838,0.0,-0.375,0.25,-1.0,0.875,-0.875,-0.25,0.875,0.0,0.5,0.625,-0.625,0.875,-0.375,0.125,-1.0,0.75,-0.875,0.375,1
839,0.625,-0.875,0.0,-1.0,0.875,-0.75,-0.25,0.75,-1.0,0.5,0.75,-0.125,0.875,0.875,0.125,-1.0,0.875,-0.875,0.375,0
840,-0.625,0.125,0.5,-1.0,0.75,0.5,0.625,0.875,-1.0,0.0,0.875,-1.0,0.5,-0.375,-0.125,-1.0,0.375,-0.875,0.125,1
841,-0.5,0.625,0.5,-1.0,0.75,-0.375,0.625,0.75,-1.0,0.0,0.875,-0.875,0.5,-0.875,-0.375,-0.75,0.625,-0.875,0.125,1
842,-1.0,-0.375,0.5,-1.0,-0.5,-0.875,-0.375,0.75,-1.0,0.0,0.875,-1.0,0.5,-0.875,0.75,-1.0,0.625,-0.875,0.125,0
843,-1.0,-0.25,0.75,-1.0,-0.5,0.5,-0.375,0.75,-1.0,0.125,0.375,-0.875,0.75,-0.875,-0.625,-1.0,0.875,-0.875,0.25,2
844,-0.875,-0.875,0.5,-1.0,-0.25,0.375,-0.375,0.875,-0.5,0.0,0.875,-1.0,0.5,-0.375,-0.625,-1.0,-0.375,-0.875,0.125,0
845,-1.0,0.625,0.75,-1.0,0.75,-0.5,-0.375,0.875,-0.5,0.0,0.625,-1.0,0.75,-0.375,0.125,-1.0,-0.375,-0.875,0.125,1
846,-0.5,0.375,0.5,-1.0,0.5,-0.5,-0.375,0.75,-1.0,0.0,0.625,-1.0,0.5,-0.875,-0.125,-1.0,0.875,-0.875,0.125,1
847,-0.5,0.625,0.75,-1.0,0.5,-0.375,0.375,0.75,-1.0,0.0,0.625,-1.0,0.75,-0.375,0.125,-1.0,-0.875,-0.875,-0.25,1
848,-1.0,0.625,0.75,-1.0,-0.25,0.0,0.375,0.75,-0.5,0.0,0.875,-0.875,0.75,-0.875,-0.125,-1.0,0.625,-0.75,0.125,2
849,-0.25,-0.875,0.75,-1.0,0.75,-0.375,-0.375,0.75,-0.5,0.125,0.875,-1.0,0.5,-0.375,0.625,-1.0,0.625,-0.875,-0.375,0
850,-0.875,0.625,0.5,-1.0,-0.5,0.0,-0.375,0.75,0.0,0.125,0.875,-0.875,0.75,-0.375,0.875,-0.875,-0.375,-0.875,0.125,0
851,-0.875,0.625,0.75,-1.0,0.5,-0.5,0.625,0.875,-1.0,0.125,0.625,-0.875,0.5,-0.875,0.875,-1.0,0.625,-0.875,0.125,2
852,-0.5,-0.875,0.5,-1.0,0.75,0.625,0.25,0.875,-0.5,0.125,0.875,-1.0,0.75,-0.875,0.375,-0.75,-0.125,-0.875,-0.375,0
853,-0.375,-0.875,0.5,-1.0,0.5,0.625,-0.375,0.875,-0.5,0.125,0.875,-1.0,0.75,-0.375,0.875,-1.0,0.875,-0.875,0.125,0
854,-0.5,-0.25,0.5,-1.0,0.75,0.125,-0.375,0.75,-0.5,0.125,0.625,-1.0,0.5,-0.375,0.875,-0.75,-0.125,-0.875,0.125,0
855,-1.0,-0.875,0.5,-1.0,0.5,-1.0,0.625,0.75,-0.5,0.125,0.875,-0.875,0.75,0.125,0.625,-1.0,-0.875,-0.875,0.125,0
856,-0.375,-0.375,0.5,-1.0,-0.5,0.625,-0.375,0.875,-0.5,0.125,0.75,-0.875,0.75,-0.375,0.375,-1.0,-0.625,-0.875,0.125,0
857,-1.0,0.625,0.5,-1.0,0.75,-0.375,0.625,0.875,-0.5,0.0,0.875,-0.875,0.5,-0.375,-0.625,-0.75,-0.625,-0.875,0.125,0
858,-0.5,-0.375,0.75,-1.0,-0.25,-0.5,0.625,0.75,-0.5,0.125,0.875,-1.0,0.75,-0.375,-0.625,-1.0,-0.375,-0.75,0.125,1
859,-1.0,0.625,0.75,-1.0,-0.5,0.125,-0.375,0.75,-1.0,0.125,0.625,-0.875,0.25,-0.875,-0.125,-0.75,0.125,-0.875,0.125,0
860,0.5,-0.125,0.75,-0.875,-0.875,0.75,-0.5,0.875,-1.0,0.0,0.0,-0.875,-0.25,0.125,0.375,0.625,-0.125,-1.0,0.125,0
861,0.25,-0.125,0.25,-0.875,-1.0,0.75,-0.125,0.625,-1.0,0.0,0.5,-1.0,-0.25,0.0,0.0,0.0,0.875,-1.0,0.125,1
862,0.75,-0.25,0.25,-0.875,-1.0,0.75,0.875,0.625,-1.0,0.0,0.125,-0.75,-0.25,-0.875,0.5,-0.375,-0.125,-1.0,0.125,1
863,0.75,-0.25,0.75,-1.0,-1.0,0.5,-0.25,0.625,-1.0,0.0,0.125,-0.75,-0.25,0.0,0.5,-0.5,-0.125,-1.0,0.125,1
864,0.25,-0.125,0.25,-1.0,-0.375,0.5,-0.25,0.875,-1.0,0.0,0.125,-1.0,-0.25,0.125,0.0,-1.0,0.875,-1.0,0.125,0
865,0.25,-0.125,0.25,-1.0,-1.0,0.75,-0.5,0.875,-1.0,0.0,0.5,-0.875,0.75,-1.0,0.625,0.0,-0.125,-1.0,0.125,0
866,0.75,-0.25,0.75,-1.0,-0.375,0.75,0.5,0.875,-1.0,0.0,0.5,-0.75,0.75,0.125,0.0,0.625,0.875,-1.0,0.125,0
867,0.75,-0.125,0.75,-1.0,-0.375,0.5,0.875,0.875,-1.0,0.0,0.5,-0.875,0.625,-1.0,0.0,-0.5,0.875,-1.0,0.125,1
868,0.75,-0.25,0.5,-1.0,-1.0,0.5,0.5,0.875,-1.0,0.0,0.125,-0.875,-0.25,0.125,-0.5,-0.375,-0.125,-1.0,0.125,0
869,0.25,-0.125,0.75,-0.875,-1.0,0.75,-0.25,0.875,-1.0,0.0,0.125,-0.625,-0.25,-1.0,0.625,0.125,0.875,-1.0,0.125,0
870,0.75,-0.125,0.75,-1.0,-1.0,0.75,0.875,0.625,-1.0,0.0,0.0,-0.875,0.625,-1.0,0.0,0.625,0.875,-1.0,0.125,0
871,0.25,-0.25,0.5,-0.875,-0.5,0.5,0.5,0.875,-1.0,0.0,0.5,-0.625,-0.375,-1.0,0.0,0.625,0.875,-1.0,0.125,0
872,0.25,-0.25,0.5,-0.875,-0.875,0.75,-0.25,0.625,-1.0,0.0,0.0,-0.625,-0.25,-0.875,0.5,0.125,-0.125,-1.0,0.125,1
873,0.75,-0.25,0.125,-1.0,-1.0,0.5,0.75,0.875,-1.0,0.0,0.125,-0.625,-0.25,0.125,0.5,-0.875,-0.125,-1.0,0.25,0
874,0.75,-0.125,0.5,-1.0,-0.875,0.5,-0.5,0.625,-1.0,0.0,0.0,-0.75,-0.25,-1.0,0.125,0.125,0.875,-1.0,0.125,0
875,0.75,-0.25,0.25,-0.75,-0.5,0.5,-0.125,0.875,-1.0,0.0,0.625,-1.0,0.75,0.25,0.5,0.0,-0.125,-1.0,0.125,1
876,-0.25,-0.125,0.5,-0.875,-0.5,0.75,-0.5,0.375,-1.0,0.0,0.5,-0.75,0.75,-1.0,0.125,0.125,-0.125,-1.0,0.125,0
877,0.625,-0.125,0.75,-0.875,-0.375,0.75,-0.625,0.625,-1.0,0.0,0.5,-0.75,0.75,-1.0,0.0,0.5,0.875,-1.0,0.125,1
878,0.625,-0.125,0.0,-0.875,-1.0,0.5,-0.125,0.625,-1.0,0.0,0.0,-0.75,0.75,-0.875,0.5,-0.5,0.875,-1.0,0.125,0
879,0.25,-0.125,0.75,-0.875,-1.0,0.5,-0.125,0.875,-1.0,0.0,0.625,-0.75,-0.25,-0.875,0.0,0.125,-0.125,-1.0,0.125,0
880,-0.375,0.375,0.75,-1.0,0.5,0.5,-0.125,0.25,-1.0,0.0,0.5,-0.75,0.75,0.375,0.125,-0.75,-0.125,-1.0,0.25,1
881,-0.75,-0.125,0.875,-0.5,0.625,0.5,-0.125,0.375,-1.0,0.0,0.75,-0.75,0.75,0.375,0.625,-0.75,-0.125,-1.0,0.0,0
882,-0.75,-0.125,0.75,-1.0,0.25,0.5,-0.375,0.875,-1.0,0.0,0.75,-0.5,0.5,0.875,0.125,-1.0,-0.125,-1.0,0.25,1
883,-0.25,-0.125,0.875,-0.5,0.625,0.5,-0.375,0.75,-1.0,0.0,0.5,-0.75,0.875,0.375,0.375,-0.5,-0.125,-1.0,0.25,2
884,-0.125,-0.125,0.75,-0.5,0.625,0.5,0.125,0.25,-1.0,0.0,0.5,-0.625,0.75,0.875,0.875,-1.0,0.875,-1.0,0.25,1
885,-0.25,-0.125,0.875,-1.0,0.5,0.5,-0.125,0.625,-1.0,0.0,0.625,-0.5,0.75,0.375,0.25,-0.75,0.875,-1.0,0.0,2
886,-0.25,-0.125,0.875,-1.0,0.625,0.5,-0.125,0.875,-1.0,0.0,0.5,-0.625,0.5,0.875,0.25,-1.0,-0.125,-1.0,0.25,1
887,-0.125,-0.125,0.75,-0.5,0.5,0.5,-0.125,0.375,-1.0,0.0,0.625,-0.625,0.625,0.875,0.625,-1.0,-0.125,-0.875,0.25,0
888,-0.625,-0.125,0.75,-0.5,0.5,0.5,-0.125,0.375,-1.0,0.0,0.5,-0.625,0.625,0.375,0.375,-0.75,0.875,-0.875,0.25,0
889,-0.625,-0.125,0.75,-1.0,0.5,0.5,-0.125,0.875,-1.0,0.0,0.5,-0.625,0.75,0.375,0.875,-1.0,0.875,-0.75,0.0,0
890,-0.625,-0.125,0.75,-0.5,0.75,0.5,-0.375,0.875,-1.0,0.0,0.875,-0.625,0.875,0.375,0.375,-1.0,-0.125,-1.0,0.25,0
891,-0.25,-0.125,0.75,-1.0,0.5,0.5,-0.375,0.75,-1.0,0.0,0.75,-0.625,0.375,0.375,0.75,-1.0,0.875,-0.875,0.0,2
892,-0.125,-0.125,0.75,-1.0,0.5,0.5,-0.125,0.75,-1.0,0.0,0.875,-0.75,0.875,0.875,-0.25,-0.75,0.875,-1.0,0.0,0
893,-0.75,-0.125,0.75,-1.0,0.375,0.5,-0.125,0.375,-1.0,0.0,0.625,-0.75,0.625,0.375,0.625,-1.0,-0.125,-1.0,0.0,0
894,-0.625,-0.125,0.875,-0.5,0.625,0.5,-0.375,0.375,-1.0,0.0,0.875,-0.875,0.5,0.375,0.5,-0.75,0.875,-0.875,0.5,1
895,-0.625,-0.125,0.75,-1.0,0.5,0.5,-0.375,0.75,-1.0,0.0,0.875,-0.75,0.75,0.375,0.125,-1.0,-0.125,-1.0,0.0,1
896,-0.75,-0.125,0.75,-1.0,0.5,0.5,-0.375,0.25,-1.0,0.0,0.75,-0.625,0.5,0.375,0.5,-1.0,0.875,-1.0,0.0,1
897,-0.125,-0.125,0.875,-0.5,0.5,0.5,-0.125,0.25,-1.0,0.0,0.875,-0.625,0.625,0.375,-0.5,-0.75,0.875,-0.875,0.0,0
898,-0.75,-0.125,0.875,-0.5,0.625,0.5,-0.125,0.25,-1.0,0.0,0.5,-0.75,0.75,0.375,0.875,-1.0,0.875,-1.0,0.0,0
899,-0.25,-0.125,0.875,-1.0,0.625,0.5,0.125,0.75,-1.0,0.0,0.75,-0.75,0.875,0.875,0.5,-0.75,-0.125,-0.875,0.25,0
900,-0.25,-0.25,0.125,-0.625,0.0,0.875,-0.25,-0.125,-1.0,0.0,0.875,-0.5,0.25,-0.375,0.375,-0.125,-0.125,-0.75,0.875,0
901,-0.375,-0.25,0.0,-0.875,0.5,-0.125,-0.5,-0.125,-1.0,-1.0,0.625,-0.75,0.5,-0.875,-0.25,-0.375,0.625,-0.875,0.375,0
902,0.5,-0.125,0.25,-0.625,0.0,-0.125,-0.5,-0.125,-1.0,-1.0,0.625,-0.375,0.25,-0.375,-0.625,-0.125,-0.625,-0.875,0.125,0
903,0.75,-0.625,0.25,-0.875,0.5,0.875,-0.25,0.875,-1.0,0.0,0.625,-0.375,0.25,-0.875,0.375,-0.25,0.875,-0.625,0.375,0
904,-0.25,-0.375,0.0,-0.875,0.5,0.875,-0.5,0.875,-1.0,0.0,0.625,-0.5,0.5,-0.875,-0.625,-0.25,0.875,-0.75,0.875,0
905,-0.5,-0.25,0.0,-0.875,0.0,-0.25,-0.25,-0.125,-1.0,0.0,0.875,-0.375,0.25,-0.875,0.375,-0.125,-0.125,-0.625,0.375,0
906,0.5,-0.5,0.0,-0.875,0.5,0.875,-0.5,-0.125,-1.0,-1.0,0.875,-1.0,0.5,-0.875,0.375,-0.25,0.75,-0.875,0.375,0
907,0.5,-0.125,0.25,-0.875,0.5,-0.125,-0.25,0.875,-1.0,-1.0,0.875,-0.5,0.5,-0.875,0.875,-0.125,0.375,-0.625,0.625,1
908,0.5,0.0,0.0,-0.875,0.5,-0.125,-0.5,0.875,-1.0,-1.0,0.875,-0.5,0.5,-0.875,0.375,-0.25,-0.125,-0.75,0.375,2
909,0.5,-0.375,0.0,-0.625,0.5,0.75,-0.25,0.875,-1.0,0.0,0.875,-1.0,0.0,-0.875,-0.125,-0.25,0.875,-0.625,0.125,1
910,0.5,-0.25,0.25,-0.375,0.5,0.75,-0.25,0.875,-1.0,-1.0,0.875,-1.0,0.0,-0.375,-0.125,-0.25,0.875,-0.625,0.625,0
911,0.75,-0.5,0.0,-0.625,0.0,-0.25,-0.5,-0.125,-1.0,-1.0,0.875,-1.0,0.5,-0.875,0.875,-0.125,0.875,-0.75,0.625,0
912,0.5,-0.375,0.0,-0.875,0.0,0.75,-0.5,0.875,-1.0,-1.0,0.875,-1.0,0.5,-0.875,0.875,-0.125,0.625,-0.875,0.625,0
913,-0.75,-0.5,0.0,-0.625,0.0,-0.125,-0.375,0.875,-1.0,0.0,0.625,-0.875,0.75,-0.875,0.375,-0.125,-0.125,-0.875,0.375,0
914,-0.5,-0.5,0.0,-0.625,0.0,-0.25,-0.25,-0.125,-1.0,-1.0,0.625,-1.0,0.0,-0.875,-0.625,-0.125,0.875,-0.625,0.375,1
915,0.75,-0.25,0.0,-0.625,0.5,-0.25,-0.5,-0.125,-1.0,0.0,0.875,-0.875,0.75,-0.875,0.875,-0.25,-0.375,-0.625,0.125,1
916,-0.5,-0.375,0.0,-0.625,0.5,-0.25,0.25,0.875,-1.0,-1.0,0.875,-1.0,0.0,-0.75,-0.625,-0.25,-0.375,-0.625,0.375,0
917,-0.25,-0.5,-0.5,-0.625,0.0,0.875,-0.25,0.875,-1.0,-1.0,0.875,0.0,0.625,-0.375,0.625,-0.125,0.875,-1.0,0.625,0
918,0.75,-0.25,0.0,-0.625,0.5,-0.125,-0.5,0.875,-1.0,-1.0,0.625,-0.875,0.25,-0.875,0.875,-0.125,0.875,-0.875,0.875,1
919,0.5,-0.5,0.0,-0.625,0.5,0.875,-0.5,-0.125,-1.0,0.0,0.875,-0.375,0.75,-0.875,0.875,-0.125,-0.125,-1.0,0.875,0
920,-0.375,-0.625,-0.5,-1.0,0.625,-0.5,0.375,0.875,-1.0,-1.0,0.875,-0.875,0.375,-0.125,0.125,-0.125,0.875,-1.0,0.75,0
921,-1.0,-0.125,-1.0,-1.0,0.625,0.5,0.5,0.75,-1.0,-0.5,0.75,-0.375,0.875,-0.5,0.0,-0.5,0.875,-0.875,-0.625,0
922,-0.5,-0.625,0.0,-1.0,0.625,0.5,-0.625,0.75,-1.0,0.5,0.875,-0.875,0.875,-0.625,0.5,-1.0,0.875,-0.875,0.375,0
923,-0.375,-0.625,-1.0,-1.0,0.5,-0.5,-0.375,0.875,-1.0,-1.0,0.625,-0.875,0.375,0.25,0.5,-0.625,0.875,-0.875,0.625,0
924,-0.875,-0.625,0.0,-1.0,0.625,-0.5,-0.125,0.875,-1.0,0.0,0.75,-0.75,0.875,-0.375,-1.0,-0.25,0.875,-0.875,-0.75,1
925,-1.0,-0.625,-0.5,-1.0,0.5,0.0,0.75,0.875,-1.0,0.5,0.875,-0.75,0.375,-0.75,-0.75,-0.625,0.875,-1.0,0.625,0
926,-0.875,-0.125,-0.5,-1.0,0.625,0.5,0.75,0.75,-1.0,-0.5,0.75,-0.75,0.375,-0.25,0.625,-0.375,0.875,-1.0,0.375,1
927,-0.875,0.375,-1.0,-1.0,0.625,0.5,-0.5,0.75,-1.0,0.5,0.875,-0.75,0.375,-0.125,-0.5,-0.125,0.875,-0.875,0.375,0
928,-1.0,-0.625,-1.0,-1.0,0.625,0.5,0.5,0.75,-1.0,0.5,0.875,-0.625,0.875,-0.375,0.625,-0.125,0.875,-1.0,-0.125,0
929,-0.5,-0.125,0.0,-1.0,0.625,-0.5,-0.125,0.75,-1.0,-1.0,0.875,-0.875,0.875,-1.0,-0.5,-0.25,0.875,-1.0,-0.625,0
930,-0.875,-0.625,0.0,-1.0,0.5,0.5,-0.25,0.875,-1.0,-0.5,0.875,-1.0,0.375,-0.625,0.625,-0.75,0.875,-1.0,0.625,1
931,-1.0,0.375,-0.5,-1.0,0.5,-0.5,-0.5,0.875,-1.0,0.5,0.75,-1.0,0.875,-0.75,0.5,-0.75,0.875,-1.0,0.875,1
932,-0.5,-0.625,-1.0,-1.0,0.5,0.5,0.5,0.875,-1.0,0.0,0.75,-0.625,0.875,-1.0,0.625,-0.375,0.875,-1.0,0.0,0
933,-1.0,-0.625,-0.5,-1.0,0.625,0.5,0.625,0.875,-1.0,-1.0,0.875,-0.625,0.875,-1.0,-0.75,-0.125,0.875,-0.75,-0.5,0
934,-1.0,-0.125,0.0,-1.0,0.5,0.5,0.625,0.75,-1.0,0.5,0.875,-0.75,0.875,-0.5,0.125,-0.125,0.875,-1.0,-0.375,0
935,-1.0,-0.125,-0.5,-1.0,0.5,0.5,-0.125,0.75,-1.0,0.5,0.875,-0.75,0.875,-1.0,0.625,-0.625,0.875,-1.0,-1.0,0
936,-1.0,-0.125,0.5,-1.0,0.625,0.5,0.75,0.75,-1.0,-1.0,0.875,-0.625,0.375,-0.125,-0.25,-0.25,0.875,-1.0,-0.25,2
937,-0.375,-0.625,0.5,-1.0,0.5,-0.5,0.5,0.875,-1.0,0.0,0.75,-0.875,0.375,-0.75,-0.375,-0.875,0.875,-0.875,-1.0,0
938,-0.375,-0.375,0.25,-1.0,0.5,0.5,-0.375,0.875,-1.0,0.5,0.75,-1.0,0.875,-0.625,-0.375,-1.0,0.875,-0.875,0.375,1
939,-1.0,-0.125,-0.5,-1.0,0.5,-0.5,-0.5,0.75,-1.0,0.0,0.75,-0.625,0.875,-0.5,-1.0,-0.625,0.875,-1.0,0.75,0
940,0.0,-0.125,0.25,-1.0,0.125,-0.75,-0.25,0.625,-1.0,0.0,0.875,-1.0,0.75,-0.125,0.25,-0.875,0.875,-0.375,0.0,2
941,-1.0,0.875,0.25,-1.0,-1.0,-0.25,-0.5,0.25,-1.0,0.0,0.875,-1.0,0.75,-0.125,0.125,-0.875,0.875,-0.375,0.125,1
942,-1.0,0.875,0.25,-1.0,0.625,0.125,0.25,0.125,-0.75,0.0,0.875,-1.0,0.75,-0.125,0.375,-0.875,0.875,-0.375,0.375,1
943,0.125,0.625,0.25,-1.0,-1.0,-0.25,-0.5,0.875,-1.0,0.0,0.875,-1.0,0.125,-0.375,0.0,-0.875,0.875,0.0,0.125,0
944,0.125,-0.125,0.25,-1.0,0.0,-0.25,-0.25,0.375,-0.75,0.0,0.875,-1.0,0.25,-0.375,0.625,-0.875,0.875,-1.0,0.25,3
945,0.375,0.875,0.25,-1.0,0.0,-0.25,-0.5,0.625,-1.0,0.0,0.875,-1.0,0.5,-0.375,0.5,-0.875,0.875,-0.875,0.125,5
946,0.0,0.875,0.25,-1.0,0.125,0.75,-0.25,0.625,-0.75,0.0,0.875,-1.0,0.5,-0.375,0.875,-0.875,0.875,-0.5,0.375,1
947,0.375,0.375,0.25,-1.0,0.0,0.75,-0.25,0.375,-0.75,0.0,0.375,-1.0,0.125,-0.125,0.125,-0.875,0.875,-0.5,0.375,2
948,0.375,0.375,0.25,-1.0,-0.875,-0.25,-0.25,0.625,-0.75,0.0,0.375,-1.0,0.25,-0.125,0.25,-0.875,0.875,-0.5,0.25,1
949,0.625,-0.125,0.25,-1.0,-0.5,0.75,-0.25,0.375,-0.75,0.0,0.875,-1.0,0.0,-0.125,0.25,-0.875,0.875,-0.625,0.375,0
950,0.25,-0.625,0.25,-1.0,-1.0,0.75,0.0,0.125,-1.0,0.0,0.375,-1.0,0.25,-0.375,0.75,-0.875,0.875,-0.875,0.375,1
951,0.25,0.875,0.25,-1.0,0.0,0.75,-0.5,0.375,-0.75,0.0,0.875,-1.0,0.75,-0.125,0.125,-0.875,0.875,-0.875,0.375,0
952,0.375,0.875,0.25,-1.0,-0.875,0.5,-0.25,0.875,-0.75,0.0,0.875,-1.0,0.25,0.375,0.5,-0.875,0.875,-0.375,0.375,0
953,-0.75,0.875,0.25,-1.0,-0.5,0.75,0.25,0.125,-1.0,0.0,0.625,-1.0,0.5,-0.125,0.125,-0.875,0.875,-0.375,0.125,1
954,0.125,0.875,0.25,-1.0,-0.875,-0.25,-0.75,0.375,-0.75,0.0,0.375,-1.0,0.5,-0.375,0.875,-0.875,0.875,-0.375,0.375,0
955,-0.875,-0.625,0.25,-1.0,-0.5,0.75,-0.5,0.375,-0.75,0.0,0.875,-1.0,0.25,-0.375,0.5,-0.875,0.875,-0.875,0.0,0
956,-1.0,-0.125,0.25,-1.0,0.0,0.25,-0.5,0.875,-1.0,0.0,0.375,-1.0,0.0,-0.375,0.0,-0.875,0.875,-0.5,0.375,0
957,-0.625,-0.625,0.25,-1.0,-0.5,0.75,-0.25,0.875,-1.0,0.0,0.375,-1.0,0.25,-0.25,0.75,-0.875,0.875,-0.375,0.0,0
958,0.375,-0.125,0.25,-1.0,0.125,0.75,-0.25,0.375,-1.0,0.0,0.375,-1.0,0.25,-0.125,0.125,-0.875,0.875,-0.5,0.375,2
959,-1.0,0.375,0.25,-1.0,0.125,-0.25,-0.5,0.625,-1.0,0.0,0.375,-1.0,0.0,-0.125,0.375,-0.875,0.875,-0.875,0.375,0
960,-0.875,0.25,-0.375,-0.875,0.875,0.375,-0.875,-0.375,-1.0,0.0,0.25,-0.5,0.625,0.25,0.75,-0.625,0.75,-0.5,0.0,0
961,-1.0,-0.75,-0.375,-1.0,0.375,0.375,0.375,0.75,-0.875,0.0,-0.75,-1.0,0.625,0.625,0.25,-0.625,0.875,-0.75,0.125,1
962,-1.0,-0.75,-0.75,-0.75,0.875,0.625,0.625,0.875,0.0,0.0,-0.75,-0.25,0.625,0.5,0.5,-0.125,0.875,-0.75,0.125,0
963,-0.75,-0.75,0.25,-1.0,0.875,0.375,0.25,-0.375,0.0,0.0,0.25,-0.75,0.625,0.75,0.75,-0.125,0.25,-0.75,0.125,0
964,-0.75,-0.75,0.75,-0.75,0.75,0.375,0.875,-0.375,-1.0,0.0,0.25,-0.75,0.625,0.75,0.75,-0.375,0.375,-0.75,0.125,1
965,-0.75,0.25,-0.25,-0.375,0.75,0.375,0.875,0.375,-0.875,0.0,0.25,-1.0,0.625,0.5,0.625,-0.625,0.75,-0.75,0.125,1
966,-0.75,-0.75,0.125,-0.875,0.75,0.375,0.25,0.75,0.0,0.0,0.25,-0.75,0.625,0.0,0.75,-0.125,0.875,-0.75,0.125,1
967,-1.0,0.25,0.75,-0.875,0.875,0.375,-0.875,-0.125,-1.0,0.0,-1.0,-0.75,0.625,0.25,0.75,-0.125,0.25,-0.75,0.0,0
968,-0.75,-0.75,-0.375,-0.875,0.375,0.375,0.625,-0.125,0.125,0.0,-1.0,-0.25,0.625,0.75,0.75,-0.875,0.75,-0.75,0.125,0
969,-0.75,-0.75,0.75,-1.0,0.75,0.375,0.125,0.625,0.125,0.0,0.25,-0.75,0.625,0.5,0.75,-0.625,0.25,-0.75,0.125,0
970,-1.0,-0.75,0.25,-0.875,0.75,0.375,0.875,-0.375,0.125,0.0,-1.0,-0.25,0.625,0.5,0.75,-0.625,0.375,-0.75,0.125,0
971,-0.75,0.25,-0.25,-0.875,0.375,0.375,0.875,-0.125,0.125,0.0,0.25,-1.0,0.625,0.5,0.25,0.375,0.75,-0.875,0.0,0
972,-1.0,-0.75,0.75,-0.625,0.375,0.375,0.875,-0.25,-1.0,0.0,-0.75,-0.75,0.625,0.75,0.25,-0.125,0.875,-0.75,0.125,0
973,-0.75,-0.75,0.75,-0.5,0.375,0.375,0.375,-0.25,0.125,0.0,-0.25,-0.25,0.625,0.0,0.75,-0.625,0.375,-0.75,0.25,0
974,-0.75,0.25,0.5,-0.625,0.375,0.375,-0.125,-0.25,0.0,0.0,0.25,-1.0,0.375,0.75,0.75,-0.625,0.625,-0.75,0.125,3
975,-1.0,0.5,0.25,-1.0,0.25,-0.125,-0.625,0.5,-0.875,0.0,0.25,-0.5,0.625,0.5,0.75,-0.375,0.25,-0.75,0.125,1
976,-1.0,0.25,-0.75,-0.75,-0.25,0.625,0.625,0.875,0.0,0.0,-0.75,-0.25,0.625,0.75,0.25,-0.875,-0.25,-0.75,0.125,0
977,-1.0,-0.75,0.25,-0.75,0.875,0.375,0.875,0.75,-1.0,0.0,0.0,-0.25,0.625,0.5,0.75,0.375,0.75,-0.75,0.0,2
978,-1.0,-0.75,-0.25,-0.625,0.75,0.375,0.625,0.75,0.125,0.0,-1.0,-1.0,0.625,0.75,0.75,-0.125,0.875,-0.75,0.0,0
979,-1.0,0.25,-0.25,-0.875,0.875,0.375,0.375,0.75,0.125,0.0,-1.0,-0.25,0.625,0.0,0.75,-0.375,0.25,-0.75,0.0,0
980,-0.5,-0.375,0.0,-1.0,0.875,0.25,-0.125,-0.25,0.25,-1.0,0.75,-0.75,0.875,0.625,0.125,-0.75,0.875,-0.875,0.125,1
981,-0.5,-0.375,0.0,-0.875,0.875,0.75,-0.125,0.75,-0.5,-1.0,0.75,-0.625,0.875,0.625,0.125,-0.75,0.375,-1.0,0.375,1
982,-0.5,-0.125,0.0,-1.0,0.875,0.0,0.625,0.875,-1.0,0.0,0.25,-0.75,0.875,0.875,0.125,-0.75,0.875,-1.0,0.125,0
983,-0.5,-0.125,0.0,-1.0,0.625,0.75,0.625,0.125,-1.0,-0.5,0.25,-0.375,0.875,0.875,0.125,-0.75,0.875,-1.0,0.375,1
984,-0.5,-0.375,0.5,-1.0,0.875,0.625,-0.375,-0.25,-1.0,0.0,0.25,-0.25,0.875,0.875,0.125,-0.75,0.875,-0.875,0.125,0
985,-0.5,-0.375,0.0,-0.875,0.875,0.375,-0.125,0.75,-0.75,0.0,0.25,-0.125,0.875,0.875,0.125,-0.75,0.875,-1.0,0.125,2
