,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,fitness
673,0.25,-0.125,0.25,-1.0,-1.0,0.75,-0.5,0.625,-0.875,0.0,0.625,-1.0,0.75,-0.125,-0.75,-0.875,0.875,-1.0,0.125,1
674,-0.25,-0.125,0.125,-1.0,-0.875,0.75,-0.5,0.625,-1.0,0.0,0.75,-1.0,0.25,-0.125,0.25,-0.875,0.875,-0.25,0.0,0
675,0.25,-0.125,0.25,-1.0,-0.75,0.75,0.5,0.625,-1.0,0.0,0.625,-0.875,0.75,-0.25,0.25,-0.875,0.875,-1.0,0.125,0
676,0.25,-0.125,0.25,-1.0,-0.75,0.75,-1.0,0.625,-1.0,0.0,0.75,-0.875,0.25,-0.125,-0.75,-0.875,0.875,-0.5,0.0,0
677,0.25,-0.625,0.125,-1.0,0.0,0.625,0.25,0.625,-1.0,0.0,0.125,-0.875,0.25,0.5,0.25,-0.875,0.875,-0.25,0.0,0
678,0.25,-0.125,0.25,-1.0,-0.75,0.75,0.75,0.375,-1.0,0.0,0.625,-1.0,0.75,-0.25,0.25,-0.875,0.875,-1.0,0.125,0
679,-0.25,-0.125,0.25,-1.0,-0.75,0.75,0.75,0.625,-1.0,0.0,0.125,-1.0,0.25,-0.125,0.25,-0.875,0.875,-1.0,0.0,1
680,0.0,-0.625,0.75,-1.0,0.375,0.125,0.375,0.75,0.0,0.25,0.625,-1.0,0.5,-0.375,0.25,-1.0,0.875,-1.0,0.375,1
681,0.375,-0.875,0.875,-0.875,0.375,0.375,0.375,0.625,-1.0,0.75,0.875,-1.0,0.75,-0.875,0.25,0.125,0.75,-1.0,0.25,1
682,0.125,-0.625,0.75,-0.875,0.875,0.375,0.375,0.5,0.0,0.75,0.875,-1.0,0.25,-0.375,0.375,0.75,0.75,-1.0,0.25,0
683,0.125,0.125,0.5,-1.0,0.875,0.875,0.375,0.75,0.0,0.5,0.25,-1.0,0.0,-0.375,0.25,-0.375,0.75,-1.0,0.75,0
684,0.0,-0.625,0.875,-1.0,0.375,0.625,0.875,0.875,-1.0,0.75,0.25,-1.0,0.25,-0.375,0.25,0.5,0.875,-1.0,0.25,1
685,0.0,0.125,0.25,-1.0,0.875,0.625,0.375,0.875,0.0,0.75,0.375,-1.0,0.0,-0.375,0.375,0.875,0.875,-1.0,0.75,0
686,0.375,0.125,0.875,-0.875,0.875,0.125,0.875,0.875,0.0,0.75,0.75,-1.0,0.5,-0.875,0.25,0.75,0.75,-1.0,0.875,0
687,0.0,-0.625,0.75,-0.875,0.375,0.875,0.375,0.75,-1.0,0.5,0.25,-1.0,0.75,-0.875,0.375,-0.75,0.875,-1.0,0.25,0
688,0.375,-0.375,0.75,-1.0,0.375,0.375,0.875,0.625,0.0,0.5,0.125,-1.0,0.5,-0.875,0.25,-0.125,0.75,-1.0,0.75,0
689,0.0,-0.125,0.875,-1.0,0.875,0.625,0.375,0.875,0.0,0.75,0.875,-1.0,0.5,-0.875,0.25,-0.125,0.875,-1.0,0.25,1
690,0.25,-0.125,0.75,-0.875,0.375,0.375,0.875,0.75,-0.5,0.0,0.875,-1.0,0.25,-0.875,0.375,0.5,0.875,-1.0,0.875,1
691,0.25,0.375,0.375,-0.875,0.875,0.375,0.375,0.5,0.0,0.5,0.5,-1.0,-0.25,-0.375,0.25,-1.0,0.75,-1.0,0.25,0
692,0.125,-0.625,0.625,-1.0,0.375,0.125,0.375,0.75,0.0,0.75,0.5,-1.0,0.5,-0.375,0.375,0.25,0.75,-1.0,0.75,0
693,0.375,0.375,0.875,-1.0,0.375,0.875,0.875,0.75,0.0,0.25,0.25,-1.0,0.0,-0.875,0.375,0.0,0.75,-1.0,0.375,0
694,0.0,-0.375,0.5,-0.875,-0.125,0.875,0.375,0.75,0.0,0.0,0.25,-1.0,0.25,-0.875,0.375,-0.125,0.875,-1.0,0.75,0
695,0.375,-0.875,0.5,-1.0,0.375,0.625,0.375,0.75,-1.0,0.0,0.75,-1.0,0.75,0.125,0.375,0.75,0.75,-1.0,0.75,0
696,0.0,-0.625,0.5,-0.875,0.875,0.125,0.375,0.75,-1.0,0.25,0.875,-1.0,0.75,-0.875,0.25,-0.375,0.875,-1.0,0.25,0
697,0.5,-0.625,0.625,-1.0,0.375,0.875,0.375,0.875,0.0,0.5,0.125,-1.0,0.75,0.125,0.375,-0.5,0.875,-1.0,0.875,0
698,0.25,0.125,0.5,-0.875,0.875,-0.125,0.375,0.625,0.0,0.0,0.125,-1.0,0.25,-0.375,0.375,0.75,0.75,-1.0,0.75,0
699,0.5,-0.625,0.625,-0.875,0.375,0.75,0.875,0.625,0.0,0.75,0.125,-1.0,0.0,-0.375,0.375,-0.25,0.875,-1.0,0.125,0
700,0.0,-0.125,-0.75,-0.625,-0.75,-0.875,-0.25,0.75,-1.0,0.25,0.625,0.5,0.125,-0.875,0.5,-0.5,0.875,-0.625,0.625,0
701,0.0,-0.75,-0.5,-0.625,-0.5,0.0,-0.25,0.75,-1.0,0.0,0.875,0.5,0.125,0.625,0.375,-1.0,0.875,-1.0,0.5,0
702,0.0,0.25,-0.875,-0.625,-0.25,-0.875,-0.25,0.875,0.5,-0.75,0.875,0.5,-0.375,-0.375,0.0,-1.0,0.875,-1.0,-0.375,0
703,0.0,-0.625,-0.375,-0.625,-0.625,-1.0,-0.5,0.875,-0.5,-1.0,0.875,-0.5,0.125,-0.875,0.25,-1.0,0.875,-0.625,-1.0,0
704,0.0,-0.25,-0.75,-0.75,-0.125,-0.875,-0.125,0.75,-0.5,0.25,0.875,0.5,0.125,0.625,0.25,-0.5,0.875,-0.625,-0.5,0
705,0.0,-0.25,0.625,-0.75,-0.875,-1.0,-0.5,0.625,-1.0,0.25,0.5,0.5,-0.875,-0.875,0.5,-0.5,0.875,-1.0,-0.5,0
706,0.0,-0.25,-0.875,-0.625,0.0,0.0,-0.5,0.75,-1.0,0.25,0.5,0.5,0.625,-0.875,0.5,-1.0,0.75,-0.75,-0.875,0
707,0.0,-0.75,-1.0,-0.75,-1.0,-1.0,-0.5,0.875,0.0,-0.75,0.75,0.5,0.125,0.625,0.375,-1.0,0.875,-0.75,0.625,0
708,0.0,-0.125,-0.5,-0.75,0.25,0.125,-0.25,0.875,-1.0,-1.0,0.875,0.5,-0.375,-0.875,0.875,-0.5,0.875,-0.625,0.125,0
709,0.0,-0.125,-1.0,-0.75,-1.0,0.125,-0.125,0.75,0.5,0.25,0.75,0.5,0.125,0.125,0.0,-1.0,0.75,-0.5,0.125,3
710,0.0,-0.25,0.125,-0.625,-0.375,-1.0,-0.375,0.875,0.0,0.25,0.875,0.5,-0.875,-0.875,0.5,-1.0,0.875,-0.875,-0.875,0
711,0.0,-0.75,-0.375,-0.375,-0.875,0.0,-0.375,0.75,-1.0,-0.75,0.5,-0.5,-0.875,-0.375,0.875,-0.5,0.875,-0.75,0.125,0
712,0.0,-0.125,-1.0,-0.75,-0.75,-0.875,-0.25,0.875,0.0,-1.0,0.5,0.5,0.625,-0.375,0.5,-0.5,0.75,-0.875,-0.5,0
713,0.0,-0.25,-0.5,-0.75,-0.25,0.125,-0.25,0.75,-1.0,0.0,0.875,-0.5,-0.75,-0.375,0.5,-0.5,0.75,-0.75,-1.0,0
714,0.0,-0.125,0.5,-0.75,-0.125,0.0,-0.375,0.75,-0.75,0.25,0.75,-0.5,-0.375,-0.875,0.0,-1.0,0.875,-0.5,0.0,1
715,0.0,-0.625,-0.375,-0.75,-0.375,-0.875,-0.125,0.875,0.5,-1.0,0.25,0.5,0.125,0.625,0.5,-0.5,0.875,-1.0,-0.375,1
716,0.0,-0.625,-0.875,-0.625,-0.5,0.0,-0.25,0.75,0.5,-0.75,0.875,-0.5,0.625,-0.875,0.125,-1.0,0.75,-1.0,0.125,0
717,0.0,-0.25,-0.375,-0.625,-0.375,-1.0,-0.25,0.875,0.0,-0.75,0.625,0.5,-0.375,0.125,0.125,-0.5,0.75,-0.875,-0.5,0
718,0.0,-0.125,-0.875,-0.75,-0.375,0.125,-0.25,0.75,-1.0,-0.75,0.625,-0.5,0.125,-0.875,0.375,-0.5,0.875,-0.625,-1.0,0
719,0.0,-0.25,-0.375,-0.75,-0.125,0.125,-0.5,0.875,0.0,-1.0,0.625,0.5,-0.375,-0.375,0.25,-1.0,0.625,-0.875,0.625,0
720,-0.75,-1.0,0.875,-0.875,-0.25,0.375,0.875,0.625,0.0,0.5,0.5,-0.625,0.625,0.5,0.0,-0.25,0.625,-1.0,0.125,0
721,-0.75,-1.0,0.625,-0.75,-0.5,0.125,-0.125,0.625,-1.0,0.0,0.75,-0.625,0.625,0.25,0.5,-0.125,0.875,-1.0,0.125,1
722,-0.75,0.125,0.625,-0.875,-0.25,0.875,0.875,0.75,0.0,-0.5,0.25,-0.625,0.5,0.25,0.125,-0.375,0.875,-1.0,-0.375,1
723,-0.75,0.75,0.75,-0.875,-0.5,0.875,-0.125,0.625,-1.0,0.5,0.75,-0.625,0.625,0.625,0.0,-0.375,0.875,-1.0,0.125,0
724,-0.625,0.375,0.625,-0.875,-0.25,0.375,-0.125,0.875,0.0,0.0,0.75,-0.75,0.5,0.75,-0.5,-0.875,0.625,-1.0,-0.375,0
725,-0.625,0.875,0.75,-0.875,0.25,0.75,0.875,0.625,0.0,0.5,0.5,-0.75,0.5,0.75,0.5,-0.125,0.375,-1.0,0.125,0
726,-0.75,-0.375,0.875,-0.875,0.625,0.25,-0.125,0.875,0.0,0.0,0.75,-0.625,0.5,0.875,0.5,-0.875,0.625,-1.0,0.125,1
727,-0.75,0.75,0.75,-0.875,-0.25,0.875,-0.125,0.875,-1.0,-1.0,0.75,-0.625,0.5,0.875,0.125,0.125,0.125,-1.0,0.125,1
728,-0.75,0.375,0.5,-0.875,-0.5,0.75,0.875,0.875,0.0,0.5,0.75,-0.75,0.5,0.25,0.625,0.125,0.625,-1.0,0.125,0
729,-0.625,0.875,0.625,-0.875,-0.375,0.75,-0.125,0.625,0.0,0.0,0.5,-0.625,0.375,0.625,0.5,-0.625,0.625,-1.0,0.125,0
730,-0.75,-0.125,0.75,-0.875,-0.5,0.75,-0.125,0.875,-1.0,-1.0,0.625,-0.75,0.5,0.0,0.125,-0.375,0.625,-1.0,0.125,4
731,-0.75,0.5,0.625,-0.875,0.25,0.375,-0.125,0.625,-1.0,0.0,0.5,-0.625,0.625,0.625,0.125,-0.375,0.625,-1.0,0.125,0
732,-0.625,0.75,0.75,-0.75,-0.25,0.875,-0.125,0.625,0.0,-1.0,0.5,-0.625,0.625,0.875,0.75,-0.375,0.375,-1.0,0.125,0
733,-0.875,0.875,0.625,-0.875,-0.125,0.75,-0.125,0.875,0.0,-0.5,0.5,-0.625,0.625,0.875,0.125,-0.875,0.125,-1.0,0.125,1
734,-0.625,0.25,0.5,-0.875,0.5,0.875,0.875,0.625,-1.0,0.5,0.75,-0.625,0.5,0.875,0.0,-0.375,0.875,-1.0,0.125,0
735,-0.75,0.875,0.75,-0.875,-0.5,0.375,0.875,0.875,0.0,0.0,0.75,-0.875,0.5,0.0,0.125,-0.625,0.125,-1.0,0.125,0
736,-0.75,-1.0,0.5,-0.875,-0.25,0.75,0.875,0.875,-1.0,0.0,0.75,-0.75,0.625,0.625,0.5,-0.125,0.375,-1.0,0.125,1
737,-0.75,0.25,0.875,-0.875,0.0,0.25,-0.125,0.625,-1.0,-0.5,0.5,-0.625,0.625,0.875,0.625,-0.125,-0.125,-1.0,0.125,0
738,-0.75,-0.375,0.5,-0.875,-0.5,0.375,-0.125,0.875,0.0,-0.5,0.5,-0.625,0.625,0.5,0.0,-0.375,0.625,-1.0,0.125,3
739,-0.75,-0.125,0.75,-0.875,-0.25,0.75,-0.125,0.625,0.0,-1.0,0.75,-0.625,0.625,0.125,0.5,-0.125,0.625,-1.0,0.125,0
740,0.25,-0.125,0.0,-0.5,0.75,0.5,-0.25,0.875,-1.0,-0.375,-0.25,-1.0,-0.25,0.0,-0.375,-0.625,0.875,-0.875,0.75,0
741,0.75,-0.25,0.875,-0.75,0.625,0.5,-0.25,0.875,-1.0,0.5,0.75,-0.875,-0.375,0.0,0.625,-0.25,0.875,-1.0,0.5,0
742,0.5,-0.25,0.5,-1.0,0.875,0.5,-0.25,0.875,-1.0,0.0,-0.125,-0.875,-0.25,-0.5,0.625,-0.25,0.375,-0.5,-0.25,0
743,0.25,-0.125,0.875,-1.0,0.875,0.625,-0.25,0.875,-1.0,0.5,0.875,-0.875,-0.25,0.125,-0.5,0.25,0.375,-0.5,0.5,0
744,0.25,-0.75,0.0,-1.0,0.625,0.5,-0.25,0.875,-1.0,0.5,-0.25,-1.0,-0.375,0.0,0.625,-0.125,0.875,-0.75,0.75,0
745,0.0,-0.625,0.25,-1.0,0.625,0.625,-0.25,0.875,-1.0,0.5,-0.125,-1.0,-0.25,0.125,0.625,-0.75,0.625,-0.75,0.5,0
746,0.5,-0.75,0.5,-1.0,0.75,0.625,0.25,0.875,-1.0,-0.875,-0.25,-0.875,-0.25,0.0,-0.5,-0.75,-0.125,-0.75,-0.75,0
747,0.25,-0.625,0.75,-1.0,-0.5,0.625,-0.25,0.875,-1.0,-1.0,0.75,-0.875,-0.25,0.0,-0.375,-0.125,0.875,-1.0,-0.875,0
748,0.0,-0.75,0.125,-1.0,-0.375,0.625,-0.375,0.875,-1.0,0.25,-0.25,-0.875,-0.25,0.125,-0.5,-0.625,0.875,-0.75,0.5,0
749,0.25,-0.75,0.0,-0.75,-0.125,0.625,-0.25,0.875,-1.0,-0.5,0.875,-0.875,-0.25,0.125,-0.375,-0.25,0.625,-1.0,-0.5,1
750,0.75,-0.625,0.75,-0.75,0.5,0.5,-0.25,0.875,-1.0,-0.375,-0.375,-1.0,-0.25,0.125,-0.5,-0.625,0.875,-1.0,-0.625,0
751,0.0,-0.625,0.5,-1.0,0.875,0.5,-0.25,0.875,-1.0,-0.875,0.875,-0.875,-0.25,0.0,0.5,-0.25,0.875,-1.0,-0.75,0
752,0.0,-0.125,0.375,-0.75,0.5,0.625,-0.25,0.875,-1.0,-0.5,-0.125,-0.875,0.25,0.0,0.5,-0.25,0.375,-0.75,-1.0,0
753,0.5,-0.125,0.25,-1.0,0.75,0.5,-0.25,0.875,-1.0,0.125,0.75,-0.875,-0.25,0.125,-0.375,-0.75,0.375,-0.75,0.375,0
754,0.75,-0.125,0.375,-0.75,0.875,0.625,-0.25,0.875,-1.0,-0.375,-0.25,-0.875,-0.25,0.125,-0.5,-0.375,0.375,-1.0,0.625,0
755,0.0,-0.125,0.0,-1.0,-0.25,0.625,-0.25,0.875,-1.0,0.5,0.75,-0.875,-0.25,0.0,0.625,-0.625,0.875,-0.75,-0.25,2
756,0.25,-0.75,0.375,-1.0,-0.25,0.625,-0.25,0.875,-1.0,-0.25,-0.125,-1.0,-0.25,0.0,-0.5,-0.25,0.375,-0.75,0.5,0
757,0.75,-0.75,0.375,-0.75,0.5,0.5,-0.25,0.875,-1.0,-0.375,0.75,-1.0,-0.25,0.0,-0.375,-0.375,0.875,-1.0,0.625,0
758,0.25,-0.75,0.75,-1.0,0.5,0.5,-0.25,0.875,-1.0,-0.375,-0.25,-0.875,-0.25,0.0,-0.5,-0.875,0.875,-0.75,0.625,0
759,0.25,-0.25,0.625,-0.875,-0.125,0.5,-0.25,0.875,-1.0,-0.5,-0.25,-0.875,-0.25,0.125,-0.5,-0.875,0.375,-0.75,-0.875,4
760,-1.0,0.375,0.375,-1.0,-0.75,0.875,-0.375,0.875,-0.75,0.0,0.625,-0.75,0.875,0.625,0.75,-0.75,0.875,-0.875,0.0,1
761,-1.0,0.875,-0.875,-1.0,0.5,0.875,-0.5,0.875,-0.5,0.0,0.875,-0.75,0.625,0.125,0.5,-0.25,0.875,-0.875,-0.5,0
762,-1.0,-0.625,0.375,-0.875,-0.75,-0.125,-0.5,0.875,-1.0,0.5,0.375,-0.75,0.875,-0.375,0.625,-0.25,0.875,-0.875,0.0,3
763,-1.0,0.125,0.375,-0.875,0.5,-0.25,-0.25,0.875,-0.25,0.5,0.875,-1.0,0.875,0.125,0.75,-0.75,0.875,-0.875,-0.25,2
764,-1.0,0.875,0.375,-0.875,-1.0,-0.25,-0.25,0.875,-0.75,0.5,0.875,-1.0,0.75,0.125,0.5,-0.25,0.875,-1.0,0.25,1
765,-0.5,-0.375,-0.875,-0.875,-0.25,-0.125,-0.5,0.875,-1.0,0.5,0.875,-0.75,0.875,-0.625,0.75,-0.25,0.875,-1.0,-1.0,0
766,-1.0,-0.125,0.375,-0.875,-1.0,-0.25,-0.125,0.875,-1.0,0.5,0.875,-1.0,0.625,0.625,0.5,-0.5,0.875,-1.0,0.5,0
767,-0.5,-0.625,-0.625,-0.875,0.0,0.875,-0.25,0.875,-1.0,0.0,0.875,-0.75,0.625,0.125,0.5,-0.25,0.875,-0.625,0.0,1
768,-0.5,-0.375,0.125,-1.0,0.75,-0.125,-0.375,0.875,-0.25,0.5,0.625,-1.0,0.625,-0.375,0.75,-0.75,0.875,-0.875,-1.0,0
769,-1.0,0.625,-0.875,-1.0,-0.5,-0.125,-0.5,0.875,-0.5,0.0,0.875,-1.0,0.625,0.125,0.5,-0.25,0.875,-0.625,-0.75,1
770,-1.0,-0.125,-0.875,-1.0,0.75,0.875,-0.25,0.875,-1.0,0.5,0.625,-0.75,0.875,-0.375,0.75,-0.875,0.875,-0.875,-0.25,0
771,-1.0,-0.625,0.125,-1.0,-1.0,0.75,-0.375,0.875,-0.25,0.0,0.625,-0.75,0.625,0.625,0.5,0.25,0.875,-0.625,-1.0,1
772,-1.0,0.875,-0.375,-1.0,-0.5,-0.25,-0.5,0.875,-0.25,0.5,0.625,-1.0,0.625,-0.875,0.5,-0.25,0.875,-1.0,-1.0,0
773,-0.5,0.875,-0.875,-0.875,-0.5,-0.125,-0.375,0.875,-0.75,0.0,0.625,-1.0,0.875,0.125,0.75,-0.25,0.875,-1.0,0.75,0
774,-0.5,-0.375,0.125,-1.0,-0.5,0.875,-0.125,0.875,-1.0,0.0,0.875,-1.0,0.625,0.125,0.625,-0.75,0.875,-1.0,0.0,0
775,-1.0,-0.375,-0.875,-0.875,0.25,0.75,-0.125,0.875,-1.0,0.5,0.625,-0.75,0.875,-0.875,0.5,-0.75,0.875,-0.625,-0.25,0
776,-0.5,0.125,-0.625,-0.75,0.0,0.875,-0.5,0.875,-0.5,0.5,0.625,-0.75,0.875,-0.375,0.5,-0.25,0.875,-0.625,0.25,0
777,-1.0,0.875,0.375,-1.0,0.25,0.75,-0.375,0.875,-0.5,0.0,0.875,-1.0,0.625,-0.875,0.5,-0.25,0.875,-0.75,0.5,1
778,-1.0,0.875,0.375,-1.0,-0.75,0.75,-0.125,0.875,-1.0,0.0,0.875,-0.75,0.625,-0.875,0.75,-0.75,0.875,-0.875,-1.0,0
779,-1.0,-0.625,0.125,-0.875,0.5,-0.25,-0.25,0.875,-0.75,0.25,0.875,-0.75,0.625,0.625,0.75,-0.75,0.875,-0.625,0.0,2
780,-0.125,-0.875,0.0,-1.0,0.625,0.875,-0.125,0.875,-0.375,0.5,0.75,-0.375,0.875,0.625,0.125,-1.0,0.875,-0.75,0.625,0
781,0.0,0.25,-0.625,-0.625,0.875,0.75,-0.125,0.625,-1.0,0.5,0.5,-0.375,0.875,0.625,0.125,-0.75,0.875,-1.0,-0.875,0
782,0.875,-0.75,-1.0,-0.5,0.75,0.25,0.125,0.625,-0.875,0.0,0.75,-0.875,0.875,0.625,0.0,-0.75,0.875,-1.0,0.125,0
783,0.75,-0.25,-0.875,-0.875,0.625,0.75,-0.25,0.875,-0.375,0.0,0.75,-0.875,0.875,0.375,0.0,-0.625,0.875,-1.0,0.125,1
784,-0.25,-0.875,0.125,-0.75,0.75,0.25,-0.25,0.625,-0.25,0.5,0.75,-0.875,0.875,-0.5,0.125,-1.0,0.875,-1.0,-0.875,0
785,0.875,-0.25,0.375,-0.75,0.75,0.75,-0.125,0.875,-0.625,0.0,0.75,-0.875,0.875,0.5,-0.375,-0.625,0.875,-0.75,0.5,0
786,-0.125,-0.875,0.0,-0.625,0.875,0.875,-0.25,0.875,-0.5,0.5,0.5,-0.875,0.875,-0.5,0.0,-0.625,0.875,-1.0,0.625,3
787,0.75,-0.875,0.125,-0.75,0.625,0.25,-0.125,0.875,-0.5,0.0,0.5,-0.875,0.875,-0.5,0.0,-0.75,0.875,-1.0,-0.375,0
788,-0.375,-0.5,0.375,-0.75,0.625,0.375,-0.25,0.875,-0.625,0.5,0.75,-0.625,0.875,0.625,0.0,-0.625,0.875,-0.75,0.5,0
789,-0.25,-0.75,0.0,-0.625,0.5,0.75,-0.125,0.625,-1.0,0.5,0.75,-0.375,0.875,0.625,0.125,-0.625,0.875,-0.75,0.875,0
790,0.875,-1.0,-0.75,-0.875,0.5,0.875,-0.25,0.625,-0.375,0.5,0.5,-0.375,0.875,-0.5,0.0,-0.75,0.875,-1.0,-0.25,0
791,0.75,-0.375,-1.0,-0.75,0.75,0.375,-0.25,0.625,-0.125,0.0,0.25,-0.375,0.875,0.5,0.125,-1.0,0.875,-0.75,-0.25,2
792,-0.25,-1.0,-0.625,-0.625,0.75,0.25,-0.125,0.625,-0.75,0.5,0.75,-0.875,0.875,-0.375,0.0,-1.0,0.875,-1.0,-1.0,0
793,-0.375,-0.375,-0.625,-0.75,0.625,0.25,-0.25,0.875,-0.25,0.5,0.5,-0.375,0.875,0.5,-0.5,-1.0,0.875,-1.0,-0.25,0
794,0.75,-0.625,-1.0,-1.0,0.5,0.375,-0.25,0.625,-1.0,0.5,0.75,-0.875,0.875,0.625,0.0,-1.0,0.875,-0.75,-0.5,3
795,0.625,-0.375,-0.75,-0.625,0.625,0.75,-0.25,0.75,-0.25,0.5,0.5,-0.875,0.875,-0.375,0.125,-0.875,0.875,-1.0,0.125,1
796,-0.375,-0.875,-0.875,-0.875,0.5,0.875,-0.125,0.625,-1.0,0.5,0.75,-0.875,0.875,0.25,0.0,-0.75,0.875,-0.75,0.125,1
797,0.5,-0.625,-1.0,-0.625,0.625,0.25,-0.125,0.625,-0.75,0.0,0.5,-0.375,0.875,0.5,0.0,-0.625,0.875,-1.0,-0.75,0
798,-0.375,-0.375,0.375,-1.0,0.75,0.875,-0.125,0.875,-1.0,0.5,0.75,-0.875,0.875,0.5,-0.375,-0.875,0.875,-1.0,0.875,0
799,0.75,-1.0,0.375,-0.75,0.625,0.625,-0.125,0.625,-0.625,0.0,0.75,-0.375,0.875,0.5,0.125,-0.875,0.875,-1.0,-0.625,0
800,0.5,0.5,0.125,-1.0,0.5,0.125,-0.625,0.875,-0.5,0.0,0.0,-0.75,0.5,-0.875,0.0,-0.25,0.375,-0.875,0.125,1
801,0.125,0.75,0.375,-1.0,0.625,0.625,-0.625,0.875,-1.0,0.0,0.5,-1.0,0.5,-0.875,0.0,-0.25,0.375,-0.75,0.125,3
802,-0.375,0.625,0.125,-1.0,0.5,0.375,-0.25,0.5,-1.0,0.0,0.625,-1.0,0.75,-0.875,0.0,-0.375,0.875,-0.75,0.125,1
803,0.5,0.625,0.375,-1.0,0.625,0.75,-0.125,0.625,-0.5,0.0,0.75,-0.875,0.75,-0.875,0.0,-0.25,0.375,-0.5,0.125,2
804,0.625,0.875,0.625,-1.0,0.625,0.0,-0.25,0.5,-0.5,0.0,0.125,-0.75,0.5,-0.875,0.0,-0.25,0.875,-0.875,0.125,2
805,0.0,0.625,0.125,-1.0,0.5,0.875,-0.25,0.625,-1.0,0.0,0.5,-0.875,0.75,-0.875,0.0,-0.25,0.875,-0.75,0.125,0
806,-1.0,0.5,0.125,-1.0,0.5,0.375,-0.75,0.875,-0.5,0.0,0.0,-0.875,0.75,-0.875,0.0,-0.75,0.375,-0.75,0.25,1
807,0.0,0.875,0.375,-1.0,0.5,-0.25,-0.375,0.625,-1.0,0.0,0.5,-0.625,0.5,-0.875,0.0,-0.25,0.375,-1.0,0.25,1
808,0.625,0.25,0.125,-1.0,0.625,0.75,-0.125,0.75,-0.5,0.0,0.875,-1.0,0.5,-0.875,0.0,-0.75,0.375,-0.625,0.125,3
809,0.625,0.875,0.375,-1.0,0.5,0.125,-0.625,0.75,-1.0,0.0,0.5,-0.625,0.5,-0.875,0.0,-0.75,0.375,-0.875,0.125,1
810,-0.375,0.5,0.375,-1.0,0.5,0.375,-0.25,0.875,-1.0,0.0,0.5,-0.625,0.75,-0.875,0.0,-0.25,0.375,-0.875,0.125,1
811,-1.0,0.625,0.125,-1.0,0.625,0.5,-0.125,0.5,-0.5,0.0,0.625,-0.625,0.5,-0.875,0.0,-0.75,0.875,-0.75,0.125,1
812,-0.5,0.875,0.125,-1.0,0.5,0.5,-0.125,0.75,-1.0,0.0,0.25,-0.875,0.75,-0.875,0.0,-0.25,0.375,-0.75,0.125,2
813,0.625,0.5,0.375,-1.0,0.5,0.0,-0.625,0.625,-0.5,0.0,0.0,-1.0,0.75,-0.875,0.0,-0.25,0.875,-1.0,0.125,1
814,0.125,0.5,0.125,-1.0,0.5,0.25,-0.625,0.625,-0.5,0.0,0.25,-0.625,0.5,-0.875,0.0,-0.25,0.375,-0.875,0.125,1
815,-1.0,0.375,0.25,-1.0,0.625,0.375,-0.25,0.5,-0.5,0.0,0.0,-0.625,0.75,-0.875,0.0,-0.75,0.875,-0.75,0.125,0
816,0.125,0.75,0.375,-1.0,0.5,0.875,-0.625,0.625,-0.5,0.0,0.0,-1.0,0.75,-0.875,0.0,-0.75,0.375,-0.75,0.125,1
817,-0.5,0.625,0.125,-1.0,0.625,0.25,-0.625,0.875,-1.0,0.0,0.25,-0.625,0.25,-0.875,0.0,-0.75,0.875,-1.0,0.25,1
818,-1.0,0.625,0.125,-1.0,0.625,0.375,-0.625,0.625,-1.0,0.0,0.875,-0.625,0.75,-0.875,0.0,-0.25,0.375,-1.0,0.125,2
819,-1.0,0.625,0.375,-1.0,0.625,0.5,-0.125,0.5,-0.5,0.0,0.375,-1.0,0.75,-0.875,0.0,-0.25,0.375,-0.75,0.125,1
820,0.125,-0.125,0.25,0.0,0.875,0.375,-0.25,0.75,-1.0,0.25,0.625,-0.875,0.875,0.125,0.625,-1.0,-0.125,-0.875,0.375,0
821,0.0,-0.5,-0.25,-0.5,0.625,0.0,-0.25,0.875,-1.0,-0.5,0.625,-0.625,0.875,-0.875,0.625,-1.0,-0.25,-1.0,0.375,0
822,-0.375,-0.875,0.25,-0.5,0.625,-0.75,-0.25,0.875,-1.0,0.0,0.875,-0.375,0.875,-0.625,0.125,-1.0,-0.25,-0.875,0.375,0
823,-1.0,-0.875,0.25,-0.5,0.875,0.0,-0.25,0.875,-1.0,0.0,0.75,-0.625,0.875,0.875,0.125,-1.0,0.625,-0.875,0.375,1
824,0.25,-0.875,0.0,-1.0,0.625,-0.75,-0.25,0.875,0.0,0.75,0.875,-0.625,0.875,0.125,0.625,-1.0,-0.125,-1.0,-0.125,0
825,-0.375,-0.375,0.25,-0.5,0.625,-0.625,-0.25,0.875,0.0,0.5,0.5,-0.375,0.875,-0.625,0.625,-1.0,0.875,-1.0,0.375,0
826,0.0,-0.25,0.25,-0.5,0.875,-1.0,-0.25,0.75,-1.0,0.25,0.75,-0.625,0.875,0.625,0.125,-1.0,-0.25,-0.875,0.375,0
827,0.125,-0.125,0.0,-1.0,0.875,-0.625,-0.25,0.75,-1.0,0.25,0.875,-0.375,0.875,0.625,0.625,-1.0,-0.25,-1.0,0.375,0
828,0.625,-0.875,0.25,-0.5,0.625,0.0,-0.25,0.875,-1.0,0.25,0.625,-0.375,0.875,-0.125,0.625,-1.0,-0.125,-1.0,0.375,0
829,0.625,-0.75,0.0,-1.0,0.625,-0.625,-0.25,0.75,-1.0,0.5,0.5,-0.125,0.875,0.625,0.625,-1.0,-0.25,-0.875,0.375,0
